"y","x"
-3.08195477634154,0.0723694857298397
-2.13192801146012,0.0877015461151023
-2.46567074557899,0.0763372505044099
-3.11253579766062,0.0887263320535421
-3.47469661156839,0.0461916150527541
-3.78868600416448,0.0174708067253232
-3.38768698618965,0.0331844432842918
-3.15746470696045,0.051413209230639
-2.90418786304873,0.0730428201216273
-1.94233444597192,0.0989839568538591
-5.98592547031439,0.00441900806780905
-4.51760318646799,0.016084975525504
-2.60141472402185,0.0738328102941159
-7.41839800421442,0.00111252206703648
-3.37718536017394,0.0397291301900987
-3.22104076411039,0.0467869707574137
-4.04443535249496,0.0394262541758362
-3.76667573025702,0.0408460290345829
-4.09999229308832,0.0187173948977143
-1.57938027624697,0.0952142166141421
-2.92784144863662,0.0459190792543814
-3.24052627904739,0.0333484884554055
-2.69909753018114,0.0965761170152109
-2.20792943749791,0.0710407058408018
-2.52409128132096,0.0648097210216802
-2.60323410281137,0.0395930200121365
-2.12479451791862,0.0701558202994056
-2.4555430389588,0.0548617285818327
-4.14455670710034,0.0234202506882139
-2.91034878480272,0.0489712177508045
-2.29321366635413,0.0795077098151669
-6.23043139909777,0.00159277532319538
-4.60686936124546,0.0195835321396589
-2.8477725399845,0.0685015286977869
-2.63085383706461,0.0376403082369361
-3.40626185321717,0.0368009314404335
-2.07605130971037,0.0870106949517503
-2.40083886233746,0.0905113119110465
-3.27481288661818,0.0621250319944229
-3.768047886073,0.0142691318199504
-2.18851191409489,0.0784371347718407
-3.0767321973731,0.0434906831711996
-2.27059267189339,0.092800123523688
-1.86446031274397,0.0775510792466812
-3.58860747090761,0.0267084434241988
-3.16638543721748,0.0328012426684145
-4.21317306514958,0.00695932057313621
-5.1356972164102,0.00530218892917037
-4.47685078852105,0.00645032800897025
-3.02380237488342,0.0629287368946243
-2.64911000237668,0.0964825585829094
-1.86069636038589,0.0829029840254225
-4.57628509704751,0.0321877954115625
-3.66069931063812,0.0220895196429919
-2.0122127318106,0.073517115768278
-3.02432390156541,0.0504248610325158
-2.84229703148657,0.073247425198555
-4.7207673496116,0.00895326838665642
-3.17913869540878,0.0441175180037972
-3.97436491405491,0.0244214648813941
-1.15516726260476,0.0793652120486368
-3.05817262036828,0.0266097473714035
-2.36968976174004,0.0986123993489891
-1.56797429159402,0.0759305006172508
