"y","x"
0.467343614348066,0.484494576032084
0.871382430543164,0.365918461037268
-4.33813729594962,-0.844791576450493
0.107597969609714,0.696137612791095
-0.900303167023117,-0.494490483795879
0.552885894769042,0.53346236241766
1.157477921838,0.454308829077495
-0.869229974764997,-0.349195444655219
0.0738248051448648,0.93666519994847
-3.76740300576666,-0.776271953312055
0.0538924340035033,0.271911729101526
-1.98836654358676,-0.00516176105521693
0.386529542627398,0.867491694530259
0.198392793477177,-0.261634130734834
-1.99520788387749,-0.620784128338004
-0.874096317097181,0.0780075358607643
0.809512126029355,0.250796621115483
-0.648012251272223,1.06186339460276
1.32747320034672,1.21744297913754
-0.163967488290369,-0.0940516456097914
0.359007609525566,1.28760116935819
-2.45367704701998,-0.157775448813975
-0.543463839127693,-0.123353707473731
0.402133732923208,0.210359248318915
2.01231840351292,0.221630795183618
0.972437614894821,1.31701540785489
-0.490191952361047,0.24648004426437
1.54075655363051,1.17727228137063
1.5596363491191,0.140231677939504
0.343916634790348,0.801740289968974
-0.801581090822525,0.126376639436791
-0.670583376881744,0.537301372904205
1.60533432417301,2.61971535402019
0.954851570554022,1.41074638830927
-2.28363951822324,-0.727006991437732
0.424810553984755,0.0831938919983847
0.95082361795002,0.689733204545209
-1.0488158374516,-0.369261357545146
-0.59333836446065,-0.213824373392136
0.522533507897426,0.495752689062645
0.882599562183398,0.772843676601686
0.0359326810031875,0.477398053973683
0.630929963813517,0.74388857504721
0.712033738282461,1.73335205424141
-3.91544145934322,-0.87321767206304
0.618868553954679,1.93524662361035
1.65140909136682,0.371679799209517
-2.37567451296284,-0.65898480718321
-3.54428534250519,-0.778428032966565
0.426894745171848,0.543403853845119
-1.76450335844671,-0.699966268411768
0.571196712249318,0.754881299629125
-0.306803951662107,0.549527195415492
0.0318882021738296,0.570673928864015
-1.59631557267877,-0.44862086828541
0.312981313391032,0.201137113737358
-1.20262519483781,-0.700379718728478
0.967104852067027,0.885419577418268
0.65415268998949,0.170251437341802
0.840377477581163,0.637542733005844
0.164857722630843,0.0335469850009884
1.39319157435453,1.24240683285391
-1.67414339974123,0.297389479442559
-0.573787174301205,-0.596355598971305
1.01363811063279,1.83058192712467
0.853077497310587,-0.101362054198689
1.41149322403298,1.5832196175503
-0.277706263134356,0.288217640662436
-0.0033021680222769,0.580379892005711
-0.195621228797036,1.3342230195036
0.31348093891124,0.0576538705718275
0.810124345279933,-0.159889425472827
-1.40289372597879,-0.581104018887674
-0.708051725331077,1.18425566756765
0.591312633065515,-0.167275544303593
0.801867171096854,2.34141640328194
0.333585760704646,1.22952279213983
0.118553731018081,0.0212550712085594
0.498702102835396,0.216662158824721
-0.0989648947421765,0.71156276090709
-1.92319014097745,-0.426987842380866
0.267286626266577,-0.0141368634511156
-3.31273410193023,-0.804342953276569
0.944419550072774,1.79006147948046
-0.874065665030978,0.114623931778722
1.04828126792452,0.484069982207755
