"y","x"
0.75637882847792,0.578611767617986
1.12951011665934,0.985547832911834
0.68491609699828,0.602056598756462
0.800832447171654,0.940026548923925
0.238268469719447,0.583336791954935
0.859412547166213,0.933622524375096
0.286110806048932,0.491978378035128
1.29553758285931,0.914526933804154
0.958656846428929,0.973394265398383
0.39820552426881,0.526658725691959
0.449768962048529,0.388842096319422
0.66405164614072,0.868996275821701
0.368138432233645,0.0495627119671553
-0.229928605177963,0.106624788604677
0.314559427195001,0.495850349776447
1.10788515858898,0.949716388015077
0.381755067588936,0.562573162605986
0.771930037715466,0.532345708459616
-0.627260145152795,0.300891330931336
0.461815645052088,0.305839978391305
0.305109517929331,0.812879966571927
-0.315276241508161,0.194378761341795
0.686093585842731,0.735570959281176
0.763296347588583,0.955658798106015
0.777534373710349,0.732268742285669
0.920567587012591,0.75187665456906
0.724284914350925,0.915594559861347
0.892830131623349,0.612151318462566
0.586829750269044,0.503392801387236
0.650653990024644,0.250530617777258
1.06656178851415,0.633482775418088
-0.390636332446507,0.107110659359023
0.170990135292753,0.127471185987815
0.302461578341715,0.112118350807577
1.18575716261873,0.834246709942818
0.413195454726518,0.347062868531793
0.480784369310852,0.767446626443416
1.32695443243367,0.76965596829541
0.66949576442933,0.777758683776483
1.0941786378556,0.904727324144915
0.584767992789865,0.706558130681515
1.15477184953562,0.642129959072918
0.270386408490244,0.174835455603898
-0.375803631101154,0.178043360589072
0.227237588134682,0.0278799165971577
0.376244904201258,0.0299384840764105
0.500370865263816,0.675838699098676
1.19701354794523,0.730477056931704
-0.0478473730390288,0.102773194899783
1.13027090364823,0.858188316924497
0.455486977485394,0.630171712022275
0.960430074300767,0.824275179998949
0.0108560530252311,0.442804268328473
0.60418355301323,0.358986635226756
0.411468046673355,0.338576935464516
0.788048596438027,0.647871175315231
0.931364820170053,0.934453490655869
0.739263005761474,0.531838188879192
0.107121094449046,0.162847697269171
0.0356580638275217,0.260114709381014
1.09559424405591,0.854479404864833
0.040654096312181,0.295876723481342
1.30381637378878,0.884095208253711
0.983768389919132,0.960153791354969
0.915299380567105,0.596656334819272
0.406474778564454,0.396458725910634
0.547075359260918,0.44039920787327
0.221288369846295,0.410427242750302
0.0918103663744518,0.168142159935087
0.366340157086522,0.247321381932124
0.559994453433822,0.639957750681788
1.15271872651259,0.939516243524849
0.402545103887981,0.55789774726145
1.09338815878502,0.981787716737017
0.831250569865627,0.42738264775835
0.422415657298606,0.34588944283314
0.106012318758346,0.264650690369308
0.769934614279705,0.70093482080847
0.815614313656938,0.808734792750329
-0.00240939185761363,0.296833811793476
-0.0421125840388171,0.295087742619216
0.501009493536966,0.751678508007899
0.0364057021500999,0.593386445194483
0.822531034494449,0.717260169796646
0.547660267069678,0.694089759839699
0.740515797975962,0.602320212870836
0.0966237528020884,0.0259270968381315
0.334260803729478,0.088890933431685
0.628992997659764,0.505457641091198
0.523383335978974,0.400015340419486
0.268976661529287,0.320766978431493
0.813234686299113,0.404589080484584
0.216836374285571,0.537108559394255
0.494843451243383,0.483136160532013
0.812405877911811,0.620289667975157
0.515077210398444,0.467598811956123
0.704483866383969,0.624841122888029
0.285502129087793,0.244277797406539
0.555930493159862,0.666572708869353
0.808408539566975,0.952841083519161
1.05470032875773,0.76327635999769
0.690065928945201,0.342296950519085
0.675861860345392,0.796060428489
0.499245083327018,0.412520810263231
0.26032120206562,0.23053021216765
0.0441898670790518,0.276217698352411
0.721583634165548,0.891484418418258
0.0874332941032797,0.00522943376563489
0.876514567411688,0.769497851608321
0.3353047235133,0.12980975327082
0.439696571857057,0.295403969241306
0.321907411024264,0.785803455859423
0.692355579193374,0.704623919678852
0.484222284170914,0.259574225870892
-0.111542359235514,0.0713859368115664
0.594222343515473,0.392991385422647
0.644689095457576,0.206904573133215
0.800807720958304,0.731127085164189
0.577346137359515,0.868808599188924
0.877425962570952,0.925927968230098
0.606073903602371,0.410383934853598
0.824637655391122,0.832456462550908
-0.0508220710512085,0.13788034953177
-0.192076076904381,0.265263478504494
0.92936276834448,0.674262928543612
0.311407985404718,0.841197639703751
0.774469011040179,0.769994093803689
0.690525090256223,0.286881310399622
